ID,Li,Be,B,O,Na,Mg,Al,Si,P,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Tl,Pb,Bi,Th,U,YoungModulusGPa
610450_44780,0.095808379807158,0,0,0.580838304369036,0.011976049860081,0.014970060238938,0.089820354281072,0.142215591939444,0,0.023952099720161,0,0,0,0,0,0,0.011976049860081,0,0,0,0,0,0,0,0,0,0,0.002994011868974,0.013473050281138,0,0.008982035904944,0,0,0,0,0,0,0,0,0,0,0,0.002994011868974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62000000476837
610453_44780,0.059880240277616,0,0,0.589820383662234,0.04790418936107,0.014970060069404,0.089820353263867,0.151197590369308,0,0.005988023670134,0,0,0,0,0,0,0.011976049724453,0,0,0,0,0,0,0,0,0,0,0.002994011835067,0.013473050128557,0,0.008982035803224,0,0,0,0,0,0,0,0,0,0,0,0.002994011835067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05999994277954
610451_44780,0.083832333951653,0,0,0.584131721239425,0.02395209166818,0.014970061166915,0.089820350312187,0.145509010230354,0,0.017365270333733,0,0,0,0,0,0,0.011976050602462,0,0,0,0,0,0,0,0,0,0,0.002994012054569,0.013473051116317,0,0.008982035269637,0,0,0,0,0,0,0,0,0,0,0,0.002994012054569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23000001907349
610452_44780,0.071856287389458,0,0,0.591317393188615,0.035928138926358,0.014970060270168,0.089820354468451,0.152694594013299,0,0.00299401187522,0,0,0,0,0,0,0.011976049885065,0,0,0,0,0,0,0,0,0,0,0.00299401187522,0.013473050309245,0,0.008982035923682,0,0,0,0,0,0,0,0,0,0,0,0.00299401187522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35999989509583
496323_42580,0.03904978974262,0,0,0.611780011485541,0.016270749501052,0.028311099887981,0.061178002102228,0.216400908520933,0,0.009111617765557,0.009111617765557,0,0.008786203228531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44000005722046
480573_41177,0.090909084840255,0,0,0.590909084840255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454547188499,0,0,0,0,0,0,0,0.272727283130992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36999988555908
480572_41177,0.088888892491659,0,0,0.577777782122294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222220738729,0,0,0,0,0,0,0,0.311111104647319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45000004768372
480574_41177,0.093023261802142,0,0,0.604651168335316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069767448735792,0,0,0,0,0,0,0,0.23255812112675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57999992370605
480571_41177,0.086956516763439,0,0,0.565217378035836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347826105200725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77999997138977
604054_43410,0.00198667550528,0,6.16554385263561E-05,0.622093255601069,0.003082771842499,0.037198780173214,0.062957056018796,0.21264276571448,0,0.001507133357746,0.05459931429494,0,0.002774494747656,0,0,0,0.001096097305795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13000011444092
604049_43410,0.002115391001994,0,0,0.622948595495544,0.004162544819922,0.035108670461162,0.063393500922368,0.210993190209858,0,0.000955338085772,0.052953018045356,0,0.006277935970927,0,0,0,0.001091814987099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1399998664856
604047_43410,0.002821067820164,0,0.000302748786561,0.619541081048405,0.003509133992612,0.03670829946959,0.063852480721678,0.20930949797538,0,0.001238517963017,0.060687378772208,0,0.000928888453636,0,0,0,0.001100904996748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1399998664856
604056_43410,0.007018026542757,0,0,0.618549599251351,0.002958579887168,0.039080778623613,0.062611807288739,0.210162386667594,0,0.001238474965463,0.056591437902103,0,0.000688041879275,0,0,0,0.001100866991939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15000009536743
604050_43410,0.005779955152336,0,0,0.620120990464759,0.003263974432335,0.03644771702761,0.06793146304873,0.209846340603263,0,0.001563987245913,0.052767590679404,0,0.001189990166228,0,0,0,0.001087991179422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15000009536743
500011_42945,0.021052628968892,0,0.378947392965617,0.589473658812675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010526319252817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19000005722046
604058_43410,0,0,0,0.628485251705544,0,0.030737638585885,0.101325094363504,0.20630798722375,0,0,0.033144028121317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21999979019165
154674_15692,0,0,0.2,0.64,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.53000020980835
154675_15692,0,0,0.210526298723722,0.631578915244654,0,0,0,0,0,0,0,0,0,0.105263206582321,0,0,0,0,0,0,0.052631579449302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81999969482422
532569_43788,0.025165607424065,0,0,0.602706725539933,0.069094473535226,0.017241927789911,0.066495501513066,0.212608179477661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006180469280176,0,0,0,0,0,0,0,0,0.000507115439961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5
532567_43788,0.006337738105578,0,0,0.602909018354253,0.087397414197968,0.017302030511856,0.066736379390715,0.212662794503279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006147605843202,0,0,0,0,0,0,0,0,0.00050701909315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6999998092651
532568_43788,0.012552297984457,0,0,0.60301761978205,0.081082792032203,0.017275257409668,0.066438433257471,0.212945378350354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006181057541571,0,0,0,0,0,0,0,0,0.000507163642227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6999998092651
532571_43788,0.012799800556166,0,0,0.605138945788316,0.076165134382313,0.017552202083243,0.067167254570973,0.211386718071974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009283021900249,0,0,0,0,0,0,0,0,0.000506922646767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6999998092651
532572_43788,0.019069940157948,0,0,0.605233125867526,0.06988089196826,0.017327670137146,0.067093258981302,0.211638396800166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009281551390899,0,0,0,0,0,0,0,0,0.000475164696753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6999998092651
154676_15692,0,0,0.222222201029459,0.622222231547038,0,0,0,0,0,0,0,0,0,0.088888895670573,0,0,0,0,0,0,0.06666667175293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8000001907349
532570_43788,0.006462035241969,0,0,0.605245654708925,0.082295925979112,0.017485508668035,0.067281192949867,0.211473275854688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009249580335326,0,0,0,0,0,0,0,0,0.000506826262078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8999996185303
39353_6697,0,0,0,0.675219922872192,0.010997068301018,0,0,0,0.245967768112253,0.026026385402598,0.004582111394727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037206743917212,0,0,0,11
387861_31116,0,0,0,0.62857141985212,0,0,0,0,0.171428610665459,0,0,0,0,0,0,0,0,0,0,0,0.057142860685076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857108797345,0,0,0,11
532561_43788,0.006339946829601,0,0,0.602770599826208,0.087744863263374,0.017339759639394,0.06644264058077,0.21885499416942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507195691234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1999998092651
532562_43788,0,0,0,0.605354859972564,0.088656519358776,0.017490491071411,0.066920157788372,0.221039315271894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000538656536983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3000001907349
500012_42945,0.043010747663437,0,0.365591374212697,0.580645188823822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010752689300045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3999996185303
532564_43788,0.006276548810939,0,0,0.602833987045506,0.087744880437715,0.017276358998467,0.066379257950549,0.2158751960216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003106574868703,0,0,0,0,0,0,0,0,0.000507195866521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6000003814697
471030_39858,0,0,0.027590095018736,0.634540769021309,0,0.012387387556662,0.077515013762324,0.216028549976065,0,0,0.019769765789332,0,0,0,0,0,0.00018768766711,0,0,0,0,0,0,0,0,0,0.005724474787506,0,6.25625681211308E-05,0,0,0,0,0,0,0,0,0.000344094040847,0,0,0,0.005849599811989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6000003814697
471029_39858,0,0,0.027648328822883,0.634472864205151,0,0.012229069068011,0.077690546334339,0.215775787866023,0,0,0.020079440408281,0,0,0,0,0,0.000187658288846,0,0,0,0,0,0,0,0,0,0.005723579933214,0,6.2552776918461E-05,0,0,0,0,0,0,0,0,0.000344040270723,0,0,0,0.005786132025611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6000003814697
471028_39858,0,0,0.028046717805849,0.634580561906315,0,0.01268036861092,0.078081072343181,0.215597478951442,0,0,0.019301638266081,0,0,0,0,0,0.000124929686424,0,0,0,0,0,0,0,0,0,0.00562183752819,0,9.36972927573801E-05,0,0,0,0,0,0,0,0,0.000343556786677,0,0,0,0.005528140822166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6000003814697
471019_39858,0,0,0.027202796412065,0.634919632745511,0,0.012444498400666,0.077543612773315,0.21699708526107,0,0,0.018666748197045,0,0,0,0,0,0.000125070387165,0,0,0,0,0,0,0,0,0,0.005409292596455,0,9.38027531210165E-05,0,0,0,0,0,0,0,0,0.000312675874781,0,0,0,0.006284784598806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6000003814697
471027_39858,0,0,0.027460672106441,0.635286025684502,0,0.012354170819675,0.076376933831294,0.218152822133798,0,0,0.018890941075875,0,0,0,0,0,0.000125105509534,0,0,0,0,0,0,0,0,0,0.005504644244879,0,9.38291624183177E-05,0,0,0,0,0,0,0,0,0.000344040228052,0,0,0,0.005410815203532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6000003814697
471016_39858,0,0,0.025795515502482,0.634343815553858,0,0.013242957999943,0.077700379220471,0.216437574512442,0,0,0.020209626519783,0,0,0,0,0,0.000188288474297,0,0,0,0,0,0,0,0,0,0.005836941920889,0,6.27628201089795E-05,0,0,0,0,0,0,0,0,0.000345195554837,0,0,0,0.005836941920889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6999998092651
471017_39858,0,0,0.025134309300423,0.634264376043911,0,0.0137610391938,0.077790694604259,0.216563479569602,0,0,0.019730439261975,0,0,0,0,0,0.000188507296656,0,0,0,0,0,0,0,0,0,0.006503502358631,0,6.28357764175542E-05,0,0,0,0,0,0,0,0,0.000345596763312,0,0,0,0.005655219831014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6999998092651
471026_39858,0,0,0.027754333187067,0.634942952364607,0,0.012501951413525,0.077199556773447,0.216908913529866,0,0,0.019096731511336,0,0,0,0,0,0.000125019515253,0,0,0,0,0,0,0,0,0,0.005563368712805,0,9.37646341113209E-05,0,0,0,0,0,0,0,0,0.000343803720496,0,0,0,0.005469604637487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6999998092651
532563_43788,0,0,0,0.604547622610653,0.088281115985142,0.017331848558158,0.066656052640294,0.219367174002952,0,0,0,0,0,0,0,0,0,0,0,0,0.003275559768192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054062643461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6999998092651
532565_43788,0,0,0,0.605349066529992,0.088601578893282,0.017523851935905,0.066989886234355,0.217859728427918,0,0,0,0,0,0,0,0,0,0,0,0,3.1688693785646E-05,0,0,0,0,0,0,0,0.003137180221446,0,0,0,0,0,0,0,0,0.000507019063317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8000001907349
532566_43788,0,0,0,0.60429255371961,0.088585062109882,0.017519871706904,0.066899845712373,0.215834621979219,0,0,0,0,0,0,0,0,0,0,0,0,0.003275039253635,0,0,0,0,0,0,0,0.003084261454292,0,0,0,0,0,0,0,0,0.000508744064085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8999996185303
74494_7877,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8999996185303
387862_31116,0,0,0,0.628571407863072,0,0,0,0,0.171428607395718,0,0,0,0,0,0,0,0,0,0,0,0.085714284624372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285700116838,0,0,0,12
154677_15692,0,0,0.235294095207663,0.611764720019172,0,0,0,0,0,0,0,0,0,0.070588240960065,0,0,0,0,0,0,0.0823529438131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3000001907349
39358_6697,0,0,0,0.666666643619535,0.011764711337932,0,0,0,0.235294121854446,0.027450984379825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004901961666696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053921577141567,0,0,0,14
189870_24472,0.174600007495881,0,0,0.579366662918726,0,0,0,0.246033329585393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1999998092651
354054_26065,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8999996185303
387860_31116,0,0,0,0.65,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,15
19215_5151,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1000003814697
604883_44313,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5447998046875
98614_11314,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8000001907349
77255_7877,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8999996185303
39314_6696,0,0,0,0.666666646003721,0,0.002549019169807,0,0,0.235294122695923,0.039215695858003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056274516272546,0,0,0,16
39366_6697,0,0,0,0.666666644414263,0,0.00490196167254,0,0,0.235294122134938,0.039215695764505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00490196167254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049019614341213,0,0,0,16.5
199446_26246,0,0,0,0.676224847700131,0,0,0,0,0.234966489031487,0,0.088808663268382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5
354055_26065,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7999992370605
488194_41464,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
12095_3824,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
373196_28787,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
379148_31787,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
154668_15692,0,0,0.304347824428392,0.608695648856785,0,0,0,0,0,0,0,0,0,0.043478263357412,0,0,0,0,0,0,0.043478263357412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
71019_5993,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1000003814697
465062_39403,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1000003814697
425178_35365,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1000003814697
387740_31083,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1000003814697
70407_5294,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2000007629395
56007_7459,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2999992370605
15316_4882,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3999996185303
10793_3856,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3999996185303
39355_6697,0.011537698681605,0,0,0.66520784231975,0,0,0,0,0.23314107745595,0.027053906915201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004774219568619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058285255058874,0,0,0,17.5
39365_6697,0.011537699781926,0,0,0.665207905758914,0,0.002387110011962,0,0,0.233141004322584,0.027053909495263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002387110011962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058285260617389,0,0,0,17.5
493078_42552,0,0,0,0.625000017881394,0.125000003576279,0,0,0,0.208333307504653,0,0,0,0,0,0,0,0,0,0,0,0.041666671037674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6000003814697
72374_5984,0,0,0,0.675675687145542,0,0,0,0,0,0,0,0,0,0.10810809315862,0,0,0,0,0,0,0.027027028058026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189189191637812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7000007629395
74653_9144,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7000007629395
154669_15692,0,0,0.279069809137389,0.60465111643769,0,0,0,0,0,0,0,0,0,0.046511631677317,0,0,0,0,0,0,0.069767442747604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7999992370605
381946_29015,0.004016063845301,0,0.39759038237563,0.598393553779069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7999992370605
39336_6696,0,0,0,0.666666644414263,0,0,0,0,0.235294122134938,0.039215695764505,0,0,0,0,0,0,0,0,0,0,0.00980392334508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049019614341213,0,0,0,18
379149_31787,0,0,0.39879759422942,0.599198397841745,0.002004007928835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
