"Li","Be","B","O","Na","Mg","Al","Si","P","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","Ge","As","Se","Rb","Sr","Y","Zr","Nb","Mo","Ru","Rh","Pd","Ag","Cd","In","Sn","Sb","Te","Cs","Ba","La","Ce","Pr","Nd","Sm","Eu","Gd","Tb","Dy","Ho","Er","Tm","Yb","Lu","Hf","Ta","W","Hg","Tl","Pb","Bi","Th","U","Tg","Tliquidus"
0,0,0.014435219855648,0.610609893893901,0,0,0.042583899574161,0.150487198495128,0,0,0.092024539079755,0,0.04222301957777,0,0,0,0,0,0,0,0.047636229523638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942.15,1488.15
0,0,0.013418080268362,0.606285312125706,0,0,0.067796611355932,0.134180802683616,0,0,0.098163831963277,0,0.03778248075565,0,0,0,0,0,0,0,0.042372880847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949.15,1540.15
0,0,0.014428031154243,0.613191349055308,0,0,0.072140155771213,0.142906211432497,0,0,0.071796635743731,0,0.04019237321539,0,0,0,0,0,0,0,0.04534524362762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942.15,1548.15
0,0,0.013352070667604,0.607519330375967,0,0,0.06886859344343,0.135980306799015,0,0,0.08292340414617,0,0.0379480018974,0,0,0,0,0,0,0,0.053408292670415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938.15,1464.15
0,0,0.013807390552296,0.612012424480497,0,0,0.071798412871937,0.141525705661028,0,0,0.086641353465654,0,0.03969624158785,0,0,0,0,0,0,0,0.034518471380739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.15,1566.15
0,0,0.013203610264072,0.613273112265462,0,0,0.065323141306463,0.130298802605976,0,0,0.079569151591383,0,0.056984021139681,0,0,0,0,0,0,0,0.041348160826963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940.15,1540.15
0,0,0.013212791189151,0.611613355045202,0,0,0.068150206133519,0.134561912110572,0,0,0.082058407385257,0,0.047983304318497,0,0,0,0,0,0,0,0.042420023817802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942.15,1542.15
0,0,0.013951871255669,0.60795255471573,0,0,0.072549706529474,0.143006612870595,0,0,0.087547967879317,0,0.029647722668295,0,0,0,0,0,0,0,0.045343564080921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947.15,1559.15
0,0,0.046355391390662,0.60900231827007,0,0,0.063822641914679,0.127309403819282,0,0,0.077594892327847,0,0.03560632106819,0,0,0,0,0,0,0,0.040309031209271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922.15,1473.15
0,0,0.066140801190535,0.625540211259724,0,0.010021550180388,0.083187151497369,0.173437503121875,0,0,0.032413850583449,0,0,0,0,0,0,0,0,0,0.004962808089331,0,0,0,0,0,0,0,0.001638950029501,0,0,0,0,0,0,0,0,0.00134002402412,0,0,0,0.001317150023709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973.15,1523.15
0,0,0.065654907550314,0.624627571832171,0,0.02288191263142,0.082585279497307,0.172177719800438,0,0,0.022881012631317,0,0,0,0,0,0,0,0,0,0.004926678566568,0,0,0,0,0,0,0,0.001627033187109,0,0,0,0,0,0,0,0,0.001330299152984,0,0,0,0.001307585150372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974.15,1523.15
0,0,0.065821927893698,0.625433479986129,0,0.009973545680847,0.084765847287493,0.172608194476538,0,0,0.032258548967727,0,0,0,0,0,0,0,0,0,0.006173685802442,0,0,0,0,0,0,0,0.001631122947804,0,0,0,0,0,0,0,0,0.001333646957323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973.15,1523.15
0,0,0.065880958287095,0.625456083738142,0,0.020962259454981,0.082864487845523,0.172755895508347,0,0,0.020805869459047,0,0,0,0,0,0,0,0,0,0.006178966839347,0,0,0,0,0,0,0,0.002448743936333,0,0,0,0,0,0,0,0,0.001334758965296,0,0,0,0.001311975965889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974.15,1518.15
0,0,0.066380211194844,0.626001211268022,0,0.007543586135785,0.083492641502868,0.17407610313337,0,0,0.030722830553011,0,0,0,0,0,0,0,0,0,0.007471513134487,0,0,0,0,0,0,0,0.001644971029609,0,0,0,0,0,0,0,0,0.001344950024209,0,0,0,0.001321982023796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970.15,1518.15
0,0,0,0.6387226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08383233,0.2355289,0,0,0,0.04191617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917.15,1223.15
0,0,0,0.641932408345121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077676031009788,0.23460690304989,0,0,0,0.038838020504894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006946637090306,0,0,0,0,0,0,0,915.15,1413.15
