"Li","Be","B","O","Na","Mg","Al","Si","P","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","Ge","As","Se","Rb","Sr","Y","Zr","Nb","Mo","Ru","Rh","Pd","Ag","Cd","In","Sn","Sb","Te","Cs","Ba","La","Ce","Pr","Nd","Sm","Eu","Gd","Tb","Dy","Ho","Er","Tm","Yb","Lu","Hf","Ta","W","Hg","Tl","Pb","Bi","Th","U","Tg","Tliquidus"
0,0,0.068930607353065,0.633682275666601,0.027822568931613,0,0.009374610640015,0.244794690599884,0,0.005342944794831,0.000417422383971,0,0,0,0,0,0,0,0,0,0.009634879630021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792.15,1361.15
0,0,0.061263326248859,0.637637165038991,0.025075702557722,0,0.008786708896244,0.255226826033136,0,0.004879449497704,0.001076645109818,0,0,0,0,0,0,0,0,0,0.006054176617526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796.15,1389.15
0,0,0.057537787364837,0.638079081674123,0.023761673041494,0,0.009243864183215,0.256774332867115,0,0.004252617544335,0.001785836228587,0,0,0,0,0,0,0,0,0,0.008564807096295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809.15,1393.15
0,0,0.073155882991667,0.641095138583086,0.020359058049602,0,0.008200712214372,0.253466775717883,0,0.003550721659841,0.000101663590261,0,0,0,0,0,0,0,0,0,7.00471932894789e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793.15,1359.15
0,0,0,0.607513708505192,0.072211251010958,0,0,0.259907003638698,0,0.017547740245668,0.037711560527962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005108736071522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817.15,1267.15
0,0,0,0.609895057307346,0.074924474755287,0,0,0.265953681383242,0,0.017402808781803,0.019619518626634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012204459145688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779.15,1391.15
0,0,0,0.601979502407918,0.073818580295274,0,0,0.260604401042418,0,0.039472320157889,0.01914251007657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004982686019931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761.15,1142.15
0,0,0,0.597444642645314,0.105115989908865,0,0,0.25595677542815,0,0.017018938366182,0.019235858153358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005227795498132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775.15,1149.15
0,0,0,0.610193845082554,0.071606453555419,0,0,0.264505576194498,0,0.016629128503379,0.029019727388225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008045269275926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820.15,1360.15
0,0,0,0.606308723039731,0.071506182717235,0,0,0.26203210995722,0,0.027323141038279,0.028021681064824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00480816218271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824.15,1165.15
