,mean_absolute_error,mean_absolute_error,r2_score,RRMSE,RMSE,range,alg
0,46.651054912761275,4201.222774627279,0.8198188234559447,0.4244775336152142,64.81684020860072,all,MLP
1,46.570245424951274,4209.57842541633,0.8160159707057035,0.42893359543674875,64.88126405532132,all,MLP
2,47.0906769592927,4244.080630001228,0.8178474262570613,0.4267933618777812,65.14660873753313,all,MLP
3,45.199742298785196,3832.5455573260074,0.8305187149171464,0.4116810477576708,61.90755654462553,all,MLP
4,46.47300227093839,4056.4986379828897,0.8298065556875877,0.4125450815515952,63.690647963283354,all,MLP
5,46.75275896693355,4095.8435661722287,0.8204821991896548,0.42369541041926,63.99877784905137,all,MLP
6,36.25769253900702,2731.425086372928,0.8804171348533021,0.34580755507463673,52.263037477484296,all,MLP
7,46.37837576906829,4246.207147781448,0.8151556519368103,0.42993528357555133,65.16292771032812,all,MLP
8,46.49735657619197,4166.660458216881,0.8227360620019998,0.4210272413965636,64.54967434632712,all,MLP
9,46.80485152702431,4195.898304984915,0.8215867409584798,0.4223899371925427,64.77575399009196,all,MLP
10,46.88363516966182,4233.1420430176595,0.8218924504313908,0.4220279014100954,65.06260095490849,all,MLP
11,46.1306982506781,4136.341511228813,0.8174825234020404,0.4272206415869434,64.3143958319505,all,MLP
12,45.731007390154836,4079.524367273067,0.8228902218621773,0.42084412570193097,63.87115442258005,all,MLP
13,45.6808558841961,4038.6729710232453,0.8318727203996686,0.4100332664557004,63.55055445095066,all,MLP
14,45.44320963619341,3939.3622975221692,0.8277123002714987,0.4150755349674338,62.764339377724426,all,MLP
15,45.99537530111645,4018.997411058404,0.8283192218983537,0.4143437921601412,63.39556302343567,all,MLP
16,47.48404128185344,4290.433888363684,0.8153645591882571,0.429692262918176,65.50140371292575,all,MLP
17,46.65304360435889,4048.2331637435004,0.8243948241906983,0.41905271244713554,63.62572721583228,all,MLP
18,44.0359970272725,3819.411926085985,0.8348509315904933,0.40638536933495367,61.80139097209694,all,MLP
19,45.160365487929255,3883.9159724280767,0.8270276297092212,0.41589947137593103,62.32107165660806,all,MLP
20,45.78505247797706,4154.332086830255,0.8181343892293382,0.4264570444612936,64.45410837821167,all,MLP
21,48.34150606446692,4463.1245957886085,0.8112724260270172,0.4344278697010389,66.80662089784671,all,MLP
22,43.43834086597645,3622.0484402276347,0.8448049650155053,0.39394801050962897,60.18345653273526,all,MLP
23,46.74624725279003,4096.257722615776,0.8152748535671321,0.42979663380820926,64.00201342626477,all,MLP
24,45.484558783693046,3832.794110083854,0.8367008396931321,0.40410290806534405,61.90956396296015,all,MLP
25,45.01005400202048,3864.0105448696672,0.832634606220102,0.4091031578708456,62.1611658905274,all,MLP
26,45.07286149488484,3907.7605044809407,0.8295873781789393,0.41281063675862406,62.51208286788196,all,MLP
27,47.28578671490144,4480.1652494628515,0.8107442080344733,0.4350353916240915,66.93403655437831,all,MLP
