,mean_absolute_error,mean_absolute_error,r2_score,RRMSE,RMSE,range,alg
0,27.74071233152122,1736.828544763543,0.7151451718405464,0.5337179293966559,41.67527498125889,891.15,DT
1,26.165788172413002,1457.5258258151734,0.7246938273314754,0.5246962670617399,38.17755657209054,891.15,DT
2,30.403490544522153,2357.9242182906346,0.6368961370072332,0.6025810011880285,48.55846186083981,891.15,DT
3,24.831514251777932,1279.4247030281772,0.7383303698398271,0.5115365384409728,35.769046716793795,891.15,DT
4,28.085101371649866,1818.882164566285,0.6869950578820423,0.5594684460431685,42.648354769747975,891.15,DT
5,25.544233949841257,1337.4626320975733,0.7573962245473245,0.4925482468273292,36.57133620880666,891.15,DT
6,27.862356009372952,1752.7287015429301,0.694641530632375,0.5525924984720884,41.86560284461374,891.15,DT
7,26.428336086333378,1544.930373951401,0.7237721801675019,0.5255738005575412,39.305602322714776,891.15,DT
8,26.4100216586345,1618.0234082971801,0.7125518685446148,0.5361418948892029,40.22466169276232,891.15,DT
9,27.469055211842345,1558.7518868658808,0.7197707521077271,0.5293668367892655,39.48103198835969,891.15,DT
10,26.48507339390768,1822.3954028904527,0.7002424152771033,0.547501218923663,42.68952333875904,891.15,DT
11,28.6572210070167,1827.3557722354867,0.6594982879103255,0.5835252454604466,42.74758206303003,891.15,DT
12,26.059437165997686,1605.6643892197014,0.7243402680600954,0.5250330769960161,40.070742309317176,891.15,DT
13,27.964845725169354,1715.073235989115,0.703327177223587,0.5446768057999285,41.41344269665485,891.15,DT
14,26.058783047231895,1421.6375750971158,0.7168259950087887,0.5321409634591301,37.70460946750564,891.15,DT
15,25.9395517642677,1570.90503739676,0.7453408282326579,0.5046376638414358,39.63464440860748,891.15,DT
16,26.89777103198555,1546.471282956974,0.7227199706598846,0.5265738593398986,39.32519908350082,891.15,DT
17,26.37550971029553,1552.4296430380944,0.7255251200830042,0.5239035024859022,39.40088378498754,891.15,DT
18,26.40309724484698,1540.75168049246,0.7418553077379126,0.5080794153103305,39.25240986859864,891.15,DT
19,26.529918642878222,1542.9437919679776,0.7054825159912678,0.5426946508016568,39.280323216185195,891.15,DT
