,mean_absolute_error,mean_absolute_error,r2_score,RRMSE,RMSE,range,alg
0,36.380167072841914,2420.1491227808187,-0.11329324700863719,1.0551271236247495,49.195011157441755,572.15,SVM
1,33.92274501407771,2081.9917330381945,-0.050782273129852395,1.0250767157290483,45.628847597087024,572.15,SVM
2,34.456467437141114,2226.0262266420436,-0.11156767278680713,1.0543090973650977,47.180782386921514,572.15,SVM
3,33.866971952598504,2065.453050434725,-0.07381868548319948,1.0362522306288173,45.44725569750857,572.15,SVM
4,33.29982696492366,2034.8242196414606,-0.05615792826582311,1.0276954452880596,45.10902592210854,572.15,SVM
5,34.68896135016446,2190.901036548998,-0.05664618244593966,1.0279329659301426,46.807061823500504,572.15,SVM
6,33.260033251189014,2087.70681130025,-0.05258474292391946,1.0259555267768283,45.69143039236406,572.15,SVM
7,36.11733527101746,2312.3927423130144,-0.16725151914958714,1.080394149905296,48.0873449289209,572.15,SVM
8,35.60615628640525,2264.7396323724497,-0.07658002765325933,1.0375837448867726,47.58928064567114,572.15,SVM
9,31.826155024885498,1775.6270148194358,-0.038965905588491445,1.0192967701256055,42.13818950571365,572.15,SVM
10,33.10792357131075,2007.2117176411004,-0.06597121799393224,1.0324588214519417,44.80191645053926,572.15,SVM
11,32.78150422977688,2012.7548217028018,-0.05919663279978993,1.029172790545781,44.86373615407885,572.15,SVM
12,34.94588955954396,2186.7236595283234,-0.08528928558695581,1.041772185070688,46.76241716943558,572.15,SVM
13,34.08356231766267,2154.1289712114653,-0.09961703557093138,1.0486262611488095,46.412594963128974,572.15,SVM
14,35.12401768712015,2319.3827980894225,-0.10905660753626534,1.0531175658663496,48.15997091038804,572.15,SVM
15,33.18655888126721,1945.0682460644196,-0.07633508458538607,1.037465702847755,44.102927862721536,572.15,SVM
16,35.54260616933643,2292.2384142082797,-0.09283649146164641,1.0453882013212348,47.877326723703774,572.15,SVM
17,35.17334849899917,2181.6036929315846,-0.07944281202636239,1.0389623727673503,46.70764062689941,572.15,SVM
18,35.08320058933952,2291.1212189737407,-0.04154467828231101,1.0205609625506509,47.865658033435004,572.15,SVM
19,33.965845113158174,2024.362731384569,-0.06619623849241951,1.0325677888121532,44.99291868043869,572.15,SVM
20,34.30373082989711,2148.600669307305,-0.04945755827235576,1.0244303579416005,46.35300065052213,572.15,SVM
21,31.852050098922067,1810.1868496060702,-0.046725011095918756,1.0230957976142403,42.54629066800148,572.15,SVM
22,34.92736851970513,2148.5141589937666,-0.06230049144358696,1.0306796259961613,46.352067472700355,572.15,SVM
23,32.35863150014277,1989.3028517863975,-0.061169201676809726,1.0301306721367003,44.60160144867444,572.15,SVM
24,36.360075830934704,2409.029686706823,-0.11754242290075134,1.0571387907463954,49.081867188472195,572.15,SVM
25,33.120517746195354,2028.0000366938325,-0.09487346682923414,1.04636201518845,45.03332140419839,572.15,SVM
