358.15 25
385.775 102
413.4 192
441.025 305
468.65 450
496.275 741
523.9 1208
551.525 1450
579.15 1777
606.775 2207
634.4 1955
662.025 2286
689.65 2741
717.275 2969
744.9 3261
772.525 3013
800.15 2783
827.775 2511
855.4 2067
883.025 1660
910.65 1400
938.275 1202
965.9 1219
993.525 822
1021.15 697
1048.775 641
1076.4 386
1104.025 244
1131.65 288
1159.275 131
1186.9 25
1214.525 13
1242.15 3
1269.775 7
1297.4 1
1325.025 2
1352.65 1
1380.275 0
1407.9 1
1435.525 4
