,catboost,dt,knn,svr,mlp,rf
RMSE,43.97565546381158,44.802855745960585,35.562256296326716,147.43252117631195,59.76180130142185,31.17525081082427
RRMSE,0.2915377959369349,0.2970217425549584,0.23576093886098629,0.9774078821528498,0.39619247624347875,0.2066771674761772
relative_deviation,4.033414434582358,3.274420723801038,2.7281348510966965,16.04586763672106,5.868963246798283,2.4404189727865315
R2,0.9156881172698446,0.9139331957515879,0.9446743316962327,0.400548831049518,0.843253691709475,0.9573745587053858
