,dt,knn,svr,mlp,rf
relative_deviation,3.2715554730799195,2.8348138106819065,16.286805506770996,6.202486938791483,2.5377838674069166
R2,0.9217673422758209,0.9475817318999874,0.437564178001537,0.8283528591491112,0.9555459611683895
RMSE,42.728586544231064,34.81186326490339,148.35345797303074,62.96514148912408,32.08959206240088
RRMSE,0.2811891696630519,0.2290906327020427,0.9762875170442802,0.41436231069136104,0.21117585383995874
