,catboost,dt,knn,svr,mlp,rf
RMSE,34.90369997434927,45.35187032591271,33.206125018577666,44.09827979741286,34.949087334867784,30.09933980781344
RRMSE,0.2313816859423563,0.30064412152180264,0.220128215520349,0.2923338882176306,0.23168256533350867,0.1995328860723051
relative_deviation,3.0711846541794974,3.400430707196734,2.516219730655969,3.8775614979439808,2.957961311132759,2.37158892211517
R2,0.9464801967960553,0.9117142164691743,0.9518941652170552,0.9145581748035179,0.9465032559372215,0.9608442305994382
