,catboost,dt,knn,svr,mlp,rf
RMSE,43.65813789166968,45.00646807107694,34.82121252372951,148.36822104819404,61.07644360960306,32.71544598564872
RRMSE,0.287480239133677,0.2963587277986988,0.22929082610177956,0.9769755130786644,0.402176351586298,0.2154247681991435
relative_deviation,4.057604627492168,3.430248534534382,2.7805747694120506,16.125615382948986,5.933266534130981,2.536237899752522
R2,0.9180001238971336,0.9143900219057125,0.947638687767392,0.40372305080799015,0.8383123317089423,0.9536028277396887
