,catboost,dt,knn,svr,mlp,rf
RMSE,37.106147673256395,44.2541476293174,34.4396246413212,44.57079929034124,34.30525430426793,30.143382394763048
RRMSE,0.24707502706226958,0.2946707057658758,0.22931971449037483,0.2967791627904557,0.22842499604759423,0.20071275214328443
relative_deviation,3.2725330074277856,3.5181305613526623,2.6782419163655122,3.626695843715745,3.001491598223558,2.47784029448412
R2,0.9390355621296422,0.9151427427784156,0.947781644938076,0.9120070330832232,0.9482765077775145,0.9604068437882526
