,catboost,dt,knn,svr,mlp,rf
RMSE,36.03413671301494,44.16776829605688,33.180130923036785,42.89155237997953,31.176993676348886,29.14837594086598
RRMSE,0.23888928283167013,0.29281141314839615,0.21996857434362518,0.28435070525470696,0.2066887218502576,0.19323994576804657
relative_deviation,3.182538799500087,3.4058147846345586,2.395988494979709,3.66348167504271,2.5874129394281424,2.310593684160575
R2,0.9429650411312541,0.9159401975208553,0.9519032840488788,0.9194957226934118,0.9573416962410193,0.9635126444921497
