,S,M,E,S_MLP,S_RF,S_DT,M_MLP,M_RF,M_DT,E_MLP,E_RF,E_DT,Global_mean_MAE,Global_mean_MSE,Global_mean_R2_S,Global_mean_RRMSE,Global_mean_RMSE,Global_mean_MARE,Global_mean_R2,Global_sd_MAE,Global_sd_MSE,Global_sd_R2_S,Global_sd_RRMSE,Global_sd_RMSE,Global_sd_MARE,Global_sd_R2,Local_S_mean_MAE,Local_S_mean_MSE,Local_S_mean_R2_S,Local_S_mean_RRMSE,Local_S_mean_RMSE,Local_S_mean_MARE,Local_S_mean_R2,Local_S_sd_MAE,Local_S_sd_MSE,Local_S_sd_R2_S,Local_S_sd_RRMSE,Local_S_sd_RMSE,Local_S_sd_MARE,Local_S_sd_R2,Local_M_mean_MAE,Local_M_mean_MSE,Local_M_mean_R2_S,Local_M_mean_RRMSE,Local_M_mean_RMSE,Local_M_mean_MARE,Local_M_mean_R2,Local_M_sd_MAE,Local_M_sd_MSE,Local_M_sd_R2_S,Local_M_sd_RRMSE,Local_M_sd_RMSE,Local_M_sd_MARE,Local_M_sd_R2,Local_E_mean_MAE,Local_E_mean_MSE,Local_E_mean_R2_S,Local_E_mean_RRMSE,Local_E_mean_RMSE,Local_E_mean_MARE,Local_E_mean_R2,Local_E_sd_MAE,Local_E_sd_MSE,Local_E_sd_R2_S,Local_E_sd_RRMSE,Local_E_sd_RMSE,Local_E_sd_MARE,Local_E_sd_R2
1716,25.0,73.5,1.5,1,0,0,0,1,0,0,0,1,22.81733204052492,1189.7380647334817,0.9483053503848474,0.22722847884759617,34.47510162131253,0.031431109510296026,0.9483485797097192,0.6037359983476345,76.98895035328806,0.0036254865886544557,0.007865622401321526,1.0979220981723954,0.0009216043881060592,0.0036210163896258636,29.769870140712747,1661.809006240872,0.5253145430359156,0.6881748410758499,40.72735869019999,0.0538133544137618,0.5271801966932297,1.7330643758253834,142.8208407013944,0.045417563514232255,0.03317898543224472,1.758198043641087,0.0031517060430495316,0.045838802208342494,14.297302895656781,451.49011431767894,0.812709777115945,0.4324084142628798,21.237365869986967,0.019162713113482402,0.8134470061718009,0.36672398822449087,28.860067755543536,0.015224556526266492,0.01769706638730633,0.6814728329079752,0.0005030404118818141,0.015577933754869894,29.72563607662901,1895.7736085759873,0.7408230456309531,0.5086871967011388,43.50769882574421,0.031101319696627015,0.7414953434488661,0.6392358462699859,150.21834365037193,0.021182326553662,0.020354121975260465,1.6893050240628635,0.0006052736208783624,0.020980100090682186
1717,25.0,73.5,1.5,1,0,0,0,1,0,1,0,0,25.38679512195367,1403.8560910328783,0.9390241333405382,0.24681408334092048,37.44997988954138,0.03417361275029371,0.9390956538623817,0.6075660298469758,88.28733750050856,0.0038004988749325576,0.007659955877337635,1.164086468362182,0.0008974764658020558,0.0038202580068291375,29.769870140712747,1661.809006240872,0.5253145430359156,0.6881748410758499,40.72735869019999,0.0538133544137618,0.5271801966932297,1.7330643758253834,142.8208407013944,0.045417563514232255,0.03317898543224472,1.758198043641087,0.0031517060430495316,0.045838802208342494,14.297302895656781,451.49011431767894,0.812709777115945,0.4324084142628798,21.237365869986967,0.019162713113482402,0.8134470061718009,0.36672398822449087,28.860067755543536,0.015224556526266492,0.01769706638730633,0.6814728329079752,0.0005030404118818141,0.015577933754869894,38.24714589053989,2605.889980148856,0.644087209124646,0.5963681070416579,51.01917322498588,0.04019682778609075,0.6462673245300747,0.7736537314821865,176.35851148762958,0.019132550455060255,0.016058386559790444,1.7128758237943695,0.0007831013766742353,0.01940012669776648
1718,25.0,73.5,1.5,1,0,0,0,1,0,0,1,0,18.658453884527667,842.385986976904,0.9633976734047854,0.1912023601012558,29.00910353877261,0.027095781234461484,0.963416933635932,0.5293849417300933,53.92526402967352,0.0025295578181359453,0.006632049979032909,0.9262282945767437,0.0008576942936747313,0.002531381706046471,29.769870140712747,1661.809006240872,0.5253145430359156,0.6881748410758499,40.72735869019999,0.0538133544137618,0.5271801966932297,1.7330643758253834,142.8208407013944,0.045417563514232255,0.03317898543224472,1.758198043641087,0.0031517060430495316,0.045838802208342494,14.297302895656781,451.49011431767894,0.812709777115945,0.4324084142628798,21.237365869986967,0.019162713113482402,0.8134470061718009,0.36672398822449087,28.860067755543536,0.015224556526266492,0.01769706638730633,0.6814728329079752,0.0005030404118818141,0.015577933754869894,15.924881835955915,743.8509026309005,0.8982707449196656,0.31841331333616074,27.23142467718114,0.01671454688160468,0.8985376942079244,0.5893667721939482,83.2533401935084,0.0119159215696402,0.018499107292578455,1.5167111399046014,0.0005958553986376901,0.011891560723038198
1719,25.0,73.5,1.5,0,1,0,0,0,1,0,0,1,23.948806374080966,1200.8106512424215,0.947813657795303,0.22834031298453428,34.64205831477005,0.03117630283757896,0.9478579292363907,0.3282480621302643,60.151485555465825,0.003159983687682408,0.006858838882922477,0.8593293655479022,0.0003376429962365527,0.0031450526148477397,15.499591833896588,589.8077199276547,0.8313081265375585,0.41019722212283083,24.26849707100874,0.02760729536544637,0.8318489074883036,0.40876235999413313,44.72007740577851,0.017097355922987636,0.020739151987350324,0.9207441784202864,0.000724280977573758,0.017233783620299894,24.790099277619646,1074.7975782159886,0.5544095005331157,0.6672786530899961,32.77778445469359,0.03322750387794793,0.5555349664354898,0.47184949839400264,42.625990759045905,0.02446037435874569,0.01815760439279119,0.6437580738413311,0.000607844603659869,0.023320941961919625,29.72563607662901,1895.7736085759873,0.7408230456309531,0.5086871967011388,43.50769882574421,0.031101319696627015,0.7414953434488661,0.6392358462699859,150.21834365037193,0.021182326553662,0.020354121975260465,1.6893050240628635,0.0006052736208783624,0.020980100090682186
1720,25.0,73.5,1.5,0,1,0,0,0,1,1,0,0,26.51826945550972,1414.9286775418184,0.938532440750994,0.24784270538272196,37.60443831574564,0.03391880607757665,0.9385901388088526,0.4211561301570048,69.13884217538708,0.003188796871146178,0.0064461335371852535,0.9137267091969478,0.0004063491693166067,0.003206534117465597,15.499591833896588,589.8077199276547,0.8313081265375585,0.41019722212283083,24.26849707100874,0.02760729536544637,0.8318489074883036,0.40876235999413313,44.72007740577851,0.017097355922987636,0.020739151987350324,0.9207441784202864,0.000724280977573758,0.017233783620299894,24.790099277619646,1074.7975782159886,0.5544095005331157,0.6672786530899961,32.77778445469359,0.03322750387794793,0.5555349664354898,0.47184949839400264,42.625990759045905,0.02446037435874569,0.01815760439279119,0.6437580738413311,0.000607844603659869,0.023320941961919625,38.24714589053989,2605.889980148856,0.644087209124646,0.5963681070416579,51.01917322498588,0.04019682778609075,0.6462673245300747,0.7736537314821865,176.35851148762958,0.019132550455060255,0.016058386559790444,1.7128758237943695,0.0007831013766742353,0.01940012669776648
1721,25.0,73.5,1.5,0,1,0,0,0,1,0,1,0,19.78992821808371,853.4585734858441,0.962905980815241,0.19251480928648454,29.206241121204947,0.026840974561744425,0.9629298316616645,0.3304055554214386,39.442605574125295,0.0021905120248375976,0.005662807620563556,0.6738345908908419,0.0003691611341790644,0.002186216358580897,15.499591833896588,589.8077199276547,0.8313081265375585,0.41019722212283083,24.26849707100874,0.02760729536544637,0.8318489074883036,0.40876235999413313,44.72007740577851,0.017097355922987636,0.020739151987350324,0.9207441784202864,0.000724280977573758,0.017233783620299894,24.790099277619646,1074.7975782159886,0.5544095005331157,0.6672786530899961,32.77778445469359,0.03322750387794793,0.5555349664354898,0.47184949839400264,42.625990759045905,0.02446037435874569,0.01815760439279119,0.6437580738413311,0.000607844603659869,0.023320941961919625,15.924881835955915,743.8509026309005,0.8982707449196656,0.31841331333616074,27.23142467718114,0.01671454688160468,0.8985376942079244,0.5893667721939482,83.2533401935084,0.0119159215696402,0.018499107292578455,1.5167111399046014,0.0005958553986376901,0.011891560723038198
1722,25.0,73.5,1.5,0,1,0,1,0,0,0,0,1,25.0269606719047,1249.098845216926,0.945703644194286,0.2328891362907902,35.33032017685343,0.032613515581302606,0.9457451251314835,0.4242194731224664,66.40687279441089,0.0036077635977230273,0.007681536528835709,0.9313009277078454,0.000549304610369499,0.0035921142453917694,15.499591833896588,589.8077199276547,0.8313081265375585,0.41019722212283083,24.26849707100874,0.02760729536544637,0.8318489074883036,0.40876235999413313,44.72007740577851,0.017097355922987636,0.020739151987350324,0.9207441784202864,0.000724280977573758,0.017233783620299894,27.1948727943042,1182.5682496042155,0.509897152681389,0.6998646846690916,34.381308388799326,0.036433338465451263,0.5109419460939464,0.5256768898209208,48.62638299655989,0.023844094995814503,0.017095919736714624,0.702768154153897,0.0007096273368561694,0.02446989156503398,29.72563607662901,1895.7736085759873,0.7408230456309531,0.5086871967011388,43.50769882574421,0.031101319696627015,0.7414953434488661,0.6392358462699859,150.21834365037193,0.021182326553662,0.020354121975260465,1.6893050240628635,0.0006052736208783624,0.020980100090682186
1723,25.0,73.5,1.5,0,1,0,1,0,0,1,0,0,27.596423753333447,1463.2168715163225,0.936422427149977,0.25204796169450644,38.24067012236696,0.035356018821300295,0.9364906376222851,0.41873944264679613,71.199257502603,0.0035284853006087033,0.0070283608094443145,0.9316759676161107,0.0005031982829545782,0.0035560947776796434,15.499591833896588,589.8077199276547,0.8313081265375585,0.41019722212283083,24.26849707100874,0.02760729536544637,0.8318489074883036,0.40876235999413313,44.72007740577851,0.017097355922987636,0.020739151987350324,0.9207441784202864,0.000724280977573758,0.017233783620299894,27.1948727943042,1182.5682496042155,0.509897152681389,0.6998646846690916,34.381308388799326,0.036433338465451263,0.5109419460939464,0.5256768898209208,48.62638299655989,0.023844094995814503,0.017095919736714624,0.702768154153897,0.0007096273368561694,0.02446989156503398,38.24714589053989,2605.889980148856,0.644087209124646,0.5963681070416579,51.01917322498588,0.04019682778609075,0.6462673245300747,0.7736537314821865,176.35851148762958,0.019132550455060255,0.016058386559790444,1.7128758237943695,0.0007831013766742353,0.01940012669776648
1724,25.0,73.5,1.5,0,1,0,1,0,0,0,1,0,20.86808251590744,901.7467674603483,0.9607959672142238,0.1978970798524276,30.020646134685258,0.02827818730546806,0.9608145757156729,0.3772965998977886,42.76749432095756,0.0025402703797607253,0.006385810180241151,0.7124416582116899,0.0005028034958538875,0.0025367948016154678,15.499591833896588,589.8077199276547,0.8313081265375585,0.41019722212283083,24.26849707100874,0.02760729536544637,0.8318489074883036,0.40876235999413313,44.72007740577851,0.017097355922987636,0.020739151987350324,0.9207441784202864,0.000724280977573758,0.017233783620299894,27.1948727943042,1182.5682496042155,0.509897152681389,0.6998646846690916,34.381308388799326,0.036433338465451263,0.5109419460939464,0.5256768898209208,48.62638299655989,0.023844094995814503,0.017095919736714624,0.702768154153897,0.0007096273368561694,0.02446989156503398,15.924881835955915,743.8509026309005,0.8982707449196656,0.31841331333616074,27.23142467718114,0.01671454688160468,0.8985376942079244,0.5893667721939482,83.2533401935084,0.0119159215696402,0.018499107292578455,1.5167111399046014,0.0005958553986376901,0.011891560723038198
1725,25.0,73.5,1.5,0,1,0,0,1,0,0,0,1,19.245551999527017,921.4601093518771,0.9599463152537213,0.19999702433935013,30.340600350939933,0.02487180868606634,0.9599859166824741,0.3275167368021179,59.12114192245944,0.0030226376850123397,0.00740776630868534,0.9529321573021517,0.0003583480191523236,0.0030149441216881625,15.499591833896588,589.8077199276547,0.8313081265375585,0.41019722212283083,24.26849707100874,0.02760729536544637,0.8318489074883036,0.40876235999413313,44.72007740577851,0.017097355922987636,0.020739151987350324,0.9207441784202864,0.000724280977573758,0.017233783620299894,14.297302895656781,451.49011431767894,0.812709777115945,0.4324084142628798,21.237365869986967,0.019162713113482402,0.8134470061718009,0.36672398822449087,28.860067755543536,0.015224556526266492,0.01769706638730633,0.6814728329079752,0.0005030404118818141,0.015577933754869894,29.72563607662901,1895.7736085759873,0.7408230456309531,0.5086871967011388,43.50769882574421,0.031101319696627015,0.7414953434488661,0.6392358462699859,150.21834365037193,0.021182326553662,0.020354121975260465,1.6893050240628635,0.0006052736208783624,0.020980100090682186
1726,25.0,73.5,1.5,0,1,0,0,1,0,1,0,0,21.815015080955767,1135.578135651274,0.9506650982094123,0.22201207022085775,33.68473730232712,0.027614311926064027,0.9507303113953091,0.3773534951956139,64.86869843754083,0.002997476711096316,0.006748515898816781,0.9573967435110129,0.00035975020988033456,0.0030241812930658905,15.499591833896588,589.8077199276547,0.8313081265375585,0.41019722212283083,24.26849707100874,0.02760729536544637,0.8318489074883036,0.40876235999413313,44.72007740577851,0.017097355922987636,0.020739151987350324,0.9207441784202864,0.000724280977573758,0.017233783620299894,14.297302895656781,451.49011431767894,0.812709777115945,0.4324084142628798,21.237365869986967,0.019162713113482402,0.8134470061718009,0.36672398822449087,28.860067755543536,0.015224556526266492,0.01769706638730633,0.6814728329079752,0.0005030404118818141,0.015577933754869894,38.24714589053989,2605.889980148856,0.644087209124646,0.5963681070416579,51.01917322498588,0.04019682778609075,0.6462673245300747,0.7736537314821865,176.35851148762958,0.019132550455060255,0.016058386559790444,1.7128758237943695,0.0007831013766742353,0.01940012669776648
1727,25.0,73.5,1.5,0,1,0,0,1,0,0,1,0,15.086673843529763,574.1080315952995,0.9750386382736593,0.1578741124909624,23.94885681274483,0.020536480410231803,0.975056946656091,0.3157020003455656,36.11844289459375,0.0019439226706046307,0.006093138069313798,0.7485245206038648,0.00036280555596017043,0.0019453485682254265,15.499591833896588,589.8077199276547,0.8313081265375585,0.41019722212283083,24.26849707100874,0.02760729536544637,0.8318489074883036,0.40876235999413313,44.72007740577851,0.017097355922987636,0.020739151987350324,0.9207441784202864,0.000724280977573758,0.017233783620299894,14.297302895656781,451.49011431767894,0.812709777115945,0.4324084142628798,21.237365869986967,0.019162713113482402,0.8134470061718009,0.36672398822449087,28.860067755543536,0.015224556526266492,0.01769706638730633,0.6814728329079752,0.0005030404118818141,0.015577933754869894,15.924881835955915,743.8509026309005,0.8982707449196656,0.31841331333616074,27.23142467718114,0.01671454688160468,0.8985376942079244,0.5893667721939482,83.2533401935084,0.0119159215696402,0.018499107292578455,1.5167111399046014,0.0005958553986376901,0.011891560723038198
1728,25.0,72.5,2.5,0,0,1,0,0,1,0,0,1,26.973021910044032,1400.246562254152,0.9391392797751124,0.24662137450849225,37.414468909168576,0.03665527936388594,0.9391881936369784,0.36981488944710184,47.6117306293247,0.003084807143344752,0.006214327029505879,0.6356716912137271,0.0005134386132148908,0.0030545216413039454,26.015064249647043,1312.4154757621031,0.6252744836558086,0.6118889991890002,36.21662151711073,0.04673708158248357,0.626867451351962,0.6657946750293244,64.00539379504127,0.02202738208824443,0.017814853793251647,0.8785224234222275,0.0012774272678620416,0.021550503443278878,26.87636563958868,1282.2936595861433,0.5757652891918225,0.6512038079682902,35.807194275377896,0.03557355566304137,0.5766039160651599,0.3631568109278087,26.740832140912,0.01697698999523897,0.012973484334425347,0.37215280663762546,0.0005198186602083468,0.016288646300215977,28.122250963971926,1719.5850461683858,0.7374036041911277,0.512045677748673,41.4266683978047,0.028830691908729812,0.7382433594785394,0.5510286387416049,151.76237694563648,0.020415829492297827,0.020140002675632058,1.8482942478718218,0.0005243952044865509,0.02026880053578575
