,dt,knn,mlp,rf,svr
relative_deviation,3.0793069365989947,2.590296148498707,8.764696460445395,2.37615047084803,17.655875119400825
R2,0.942103235803955,0.9654022715484888,0.7591028997722311,0.9700109802870701,0.2276016575344279
RMSE,78.59951967641675,60.67438075861548,159.5034058300579,56.40991715148317,323.7561932934397
RRMSE,0.24186796444644867,0.18670837975283824,0.490826970052938,0.173585689736928,0.9962688292650026
