,dt,knn,mlp,rf,svr
relative_deviation,4.5267715247535545,2.3350293210757647,3.6662438597367584,3.301976859337532,6.355918914940128
R2,0.8995354029660116,0.9690206373916809,0.9512526758055637,0.9460579524295154,0.8567870251912456
RMSE,103.10310072313685,57.394513678116766,72.05996854651643,76.2349546662768,123.02560273493268
RRMSE,0.317270858685725,0.17661550924063887,0.22174433103629382,0.23459167919485518,0.3785767677817462
