,dt,knn,mlp,rf,svr
relative_deviation,0.030696052809020633,0.02729147496042646,0.05702182274834179,0.024486449839095828,0.16226981425758902
R2,0.92402523845789,0.9502429860449175,0.852138372800736,0.9561755321830406,0.42024690557279515
RMSE,42.47873787487292,34.13020869835538,58.80523197088942,31.96630852707724,149.15369805303808
RRMSE,0.27821227178221525,0.22353401662593492,0.38514179087648437,0.20936166564096542,0.9768743436372272
