,dt,knn,mlp,rf,svr
relative_deviation,0.9984131023095952,0.9653202458354493,1.3734842264122724,0.7893977209891521,3.3469419881390676
R2,0.9429588927408178,0.949113565614871,0.9318753723912669,0.9647239300697099,0.8986160753274901
RMSE,0.0453087954684689,0.042562819659154684,0.049119641964686066,0.03534999012226841,0.0728644400615514
RRMSE,0.240810075129611,0.2262155878096991,0.26106420507442724,0.18788038148351435,0.38726457201251596
