,dt,knn,mlp,rf,svr
relative_deviation,0.03685975921028266,0.025115419477533325,0.03011383651540356,0.029919449950704186,0.049064502085075644
R2,0.9155292912283112,0.9539950128634929,0.9473035381860511,0.9446815532456199,0.8794923322393375
RMSE,44.475234926781425,32.806061204932995,35.071334786035244,36.01421428940452,53.06420470552303
RRMSE,0.2912882247932044,0.21486158187975848,0.22969787270984654,0.23587321269810033,0.34754123309705903
