metric,catboost,dt,knn,svr,mlp,rf
R2,0.9158869358818823,0.9177628826723758,0.947472623816504,0.4131795629110046,0.8407343278492154,0.9550982292257434
RMSE,43.9034207567714,43.703266248907724,34.60797325437206,147.36530576507874,60.19318631733737,31.968430830861745
RRMSE,0.29108162916731917,0.2897596685661098,0.22946238779149225,0.9769912152115341,0.39907989692211204,0.2119507907444716
relative_deviation,4.067045441595506,3.2706947547043113,2.751789842208089,16.03359788087105,5.867290274127827,2.490110835167122
