,dt,knn,mlp,rf,svr
relative_deviation,3.07047269037079,2.729147496042646,6.137276692317737,2.4568462580766597,16.2269814257589
R2,0.9234358035154305,0.9502429860449175,0.8325745518177295,0.9562120944651643,0.42024690557279515
RMSE,42.63931754372058,34.13020869835538,62.4934566962574,31.95261656899733,149.15369805303808
RRMSE,0.2792639799239153,0.22353401662593492,0.40929762579583884,0.20927199087770434,0.9768743436372272
