,dt,knn,mlp,rf,svr
relative_deviation,0.03687204107552706,0.025115419477533325,0.030955740067215836,0.029936738149494244,0.049064502085075644
R2,0.9155604486466228,0.9539950128634929,0.9479734554838084,0.9445721482580808,0.8794923322393375
RMSE,44.46708148868832,32.806061204932995,35.60461595081309,36.04715736397427,53.06420470552303
RRMSE,0.2912348242768943,0.21486158187975848,0.23319056980429748,0.23608897164184622,0.34754123309705903
