metric,catboost,dt,knn,svr,mlp,rf
R2,0.9439040684765552,0.9185806304929288,0.9518300974694128,0.9156870721131906,0.9464939115767539,0.9622373843128724
RMSE,35.71528433422815,43.36403009354557,33.154779317547515,43.822786145376384,34.969912900046026,29.595272387845768
RRMSE,0.23681136667674077,0.28751103509274745,0.21983687289196502,0.29057001189267984,0.23185146109006408,0.19622692917293225
relative_deviation,3.1521366347126856,3.3881063878501805,2.527852891092045,3.8334255834575557,2.9944471305530684,2.3755275789966954
